picid,title,author,date,lat,lon,scenicness,thumbnail
2730447,The Alan Higgs Sports Centre,N Chadwick,2011-06-12,52.392269,-1.470938,1.52,http://s3.geograph.org.uk/geophotos/02/73/04/2730447_3c428058_120x120.jpg
2730442,Works by the railway line,N Chadwick,2011-06-12,52.394994,-1.591412,1.14,http://s2.geograph.org.uk/geophotos/02/73/04/2730442_df12ccdf_120x120.jpg
2731410,Duck contemplating flowerpot,E Gammie,2011-06-07,52.411963,-1.560088,4.11,http://s2.geograph.org.uk/geophotos/02/73/14/2731410_dbed1703_120x120.jpg
2734631,Allesley Old Road,E Gammie,2011-12-18,52.415704,-1.550935,1.80,http://s3.geograph.org.uk/geophotos/02/73/46/2734631_b870fa3a_120x120.jpg
2735049,Allesley Park,E Gammie,2011-12-18,52.418166,-1.560173,4.03,http://s1.geograph.org.uk/geophotos/02/73/50/2735049_7732464a_120x120.jpg
2735057,"Plane tree, Allesley Park",E Gammie,2011-12-18,52.419013,-1.558165,4.16,http://s1.geograph.org.uk/geophotos/02/73/50/2735057_3b047499_120x120.jpg
2735064,"Plane tree fruit, Allesley Park",E Gammie,2011-12-18,52.419013,-1.558165,4.33,http://s0.geograph.org.uk/geophotos/02/73/50/2735064_18a3d0a6_120x120.jpg
2736574,Ancient and modern - the new and old cathedrals in Coventry,Colin Park,2011-09-03,52.407888,-1.507208,3.55,http://s2.geograph.org.uk/geophotos/02/73/65/2736574_a44e27a2_120x120.jpg
2739934,Shelton Square,E Gammie,2011-12-24,52.406387,-1.513692,0.89,http://s2.geograph.org.uk/geophotos/02/73/99/2739934_0c6db181_120x120.jpg
2739938,Precinct crossroads,E Gammie,2011-12-24,52.408092,-1.513086,1.23,http://s2.geograph.org.uk/geophotos/02/73/99/2739938_ad32c470_120x120.jpg
2739943,Lower Precinct,E Gammie,2011-12-24,52.408187,-1.514114,0.80,http://s3.geograph.org.uk/geophotos/02/73/99/2739943_b81e0bc6_120x120.jpg
2739947,Former sorting office,E Gammie,2011-12-24,52.412217,-1.510394,0.82,http://s3.geograph.org.uk/geophotos/02/73/99/2739947_c5b2ae18_120x120.jpg
2739951,Ringway St Nicholas,E Gammie,2011-12-24,52.412312,-1.511716,1.73,http://s3.geograph.org.uk/geophotos/02/73/99/2739951_fdabac52_120x120.jpg
2739966,Gloucester Street,E Gammie,2011-12-24,52.409379,-1.519981,1.55,http://s2.geograph.org.uk/geophotos/02/73/99/2739966_3590f944_120x120.jpg
2739969,Corner of Percy Street and Gloucester Street,E Gammie,2011-12-24,52.409382,-1.520569,2.03,http://s1.geograph.org.uk/geophotos/02/73/99/2739969_908a7007_120x120.jpg
2739972,Barras Lane,E Gammie,2011-12-24,52.409746,-1.521741,2.44,http://s0.geograph.org.uk/geophotos/02/73/99/2739972_931e9e0c_120x120.jpg
2739973,Barras Lane,E Gammie,2011-12-24,52.409567,-1.52189,3.21,http://s1.geograph.org.uk/geophotos/02/73/99/2739973_dc2e0312_120x120.jpg
2739980,Exercise points,E Gammie,2011-12-24,52.406503,-1.520012,1.71,http://s0.geograph.org.uk/geophotos/02/73/99/2739980_1f88920f_120x120.jpg
2739989,Hearsall Lane,E Gammie,2011-12-24,52.407625,-1.530878,1.28,http://s1.geograph.org.uk/geophotos/02/73/99/2739989_5c3c1933_120x120.jpg
2739998,"The gap, Hearsall Lane",E Gammie,2011-12-24,52.406727,-1.531181,1.09,http://s2.geograph.org.uk/geophotos/02/73/99/2739998_ab13888e_120x120.jpg
2740004,"The gap, Hearsall Lane",E Gammie,2011-12-24,52.406817,-1.53118,1.30,http://s0.geograph.org.uk/geophotos/02/74/00/2740004_b2812c38_120x120.jpg
2739950,Former sorting office,E Gammie,2011-12-24,52.412307,-1.51054,1.20,http://s2.geograph.org.uk/geophotos/02/73/99/2739950_89c5d965_120x120.jpg
2739964,Dover Street,E Gammie,2011-12-24,52.409289,-1.519835,2.49,http://s0.geograph.org.uk/geophotos/02/73/99/2739964_033b14e5_120x120.jpg
2739985,"Former technical college, Butts",E Gammie,2011-12-24,52.405708,-1.523548,1.21,http://s1.geograph.org.uk/geophotos/02/73/99/2739985_8d13d5c8_120x120.jpg
2740164,Canley Ford flower meadow,E Gammie,2011-12-25,52.389504,-1.540915,3.45,http://s0.geograph.org.uk/geophotos/02/74/01/2740164_35d08a66_120x120.jpg
2740166,Trees at Canley Ford,E Gammie,2011-12-25,52.389955,-1.541351,3.30,http://s2.geograph.org.uk/geophotos/02/74/01/2740166_29730aea_120x120.jpg
2740171,The lane at Canley Ford,E Gammie,2011-12-25,52.390045,-1.54135,4.49,http://s3.geograph.org.uk/geophotos/02/74/01/2740171_740f5eaa_120x120.jpg
2740174,The lane down to Canley Ford,E Gammie,2011-12-25,52.390134,-1.540908,4.93,http://s2.geograph.org.uk/geophotos/02/74/01/2740174_fa343f46_120x120.jpg
2739956,Hill Street and city centre,E Gammie,2011-12-24,52.409816,-1.516889,1.30,http://s0.geograph.org.uk/geophotos/02/73/99/2739956_3bd39a4e_120x120.jpg
2747265,The Hub,E Gammie,2011-12-31,52.407608,-1.504712,1.39,http://s1.geograph.org.uk/geophotos/02/74/72/2747265_287f31b5_120x120.jpg
2747914,University buildings,E Gammie,2011-12-31,52.40662,-1.50487,1.15,http://s2.geograph.org.uk/geophotos/02/74/79/2747914_138c81dc_120x120.jpg
2747915,Bayley Lane,E Gammie,2011-12-31,52.407347,-1.506626,1.34,http://s3.geograph.org.uk/geophotos/02/74/79/2747915_911754c4_120x120.jpg
2747917,Priory Place through water,E Gammie,2011-12-31,52.4096,-1.508071,2.13,http://s1.geograph.org.uk/geophotos/02/74/79/2747917_47724bfe_120x120.jpg
2747920,"Corners, Priory Place",E Gammie,2011-12-31,52.40924,-1.508075,1.41,http://s0.geograph.org.uk/geophotos/02/74/79/2747920_f84ea6ce_120x120.jpg
2749338,Dolomite Avenue,E Gammie,2012-01-02,52.400853,-1.546529,1.19,http://s2.geograph.org.uk/geophotos/02/74/93/2749338_a5bb7a4d_120x120.jpg
2749352,"The Herald, awaiting demolition",E Gammie,2011-05-13,52.398163,-1.548174,1.29,http://s0.geograph.org.uk/geophotos/02/74/93/2749352_3d1d53d5_120x120.jpg
2749358,"New building, Sir Henry Parkes Road",E Gammie,2012-01-02,52.398343,-1.548319,1.13,http://s2.geograph.org.uk/geophotos/02/74/93/2749358_705364a2_120x120.jpg
2749365,Care home under construction,E Gammie,2012-01-02,52.398074,-1.548468,1.23,http://s1.geograph.org.uk/geophotos/02/74/93/2749365_ef7c6638_120x120.jpg
2749377,New care home under construction,E Gammie,2012-01-02,52.398342,-1.548025,0.98,http://s1.geograph.org.uk/geophotos/02/74/93/2749377_0beef30a_120x120.jpg
2749386,"Hoarding, Sir Henry Parkes Road",E Gammie,2012-01-02,52.398343,-1.548319,0.97,http://s2.geograph.org.uk/geophotos/02/74/93/2749386_1698635f_120x120.jpg
2747919,"Water Window, Priory Place",E Gammie,2011-12-31,52.409242,-1.508369,1.56,http://s3.geograph.org.uk/geophotos/02/74/79/2747919_d5d5bfba_120x120.jpg
1073452,"Wildcroft Road in snow,1990",E Gammie,1990-12-08,52.406374,-1.556028,2.51,http://s0.geograph.org.uk/geophotos/01/07/34/1073452_45e495e5_120x120.jpg
2753881,"Coventry: St Patrick's Catholic Church, Wood End",Nigel Cox,2011-12-31,52.437083,-1.460693,1.75,http://s1.geograph.org.uk/geophotos/02/75/38/2753881_28600987_120x120.jpg
2753897,"Coventry: Former Wyken Mineral Branch Railway, Wood End",Nigel Cox,2011-12-31,52.44275,-1.461359,2.79,http://s1.geograph.org.uk/geophotos/02/75/38/2753897_44e40478_120x120.jpg
2753940,Coventry: Potter's Green shops,Nigel Cox,2011-12-31,52.438296,-1.450675,0.90,http://s0.geograph.org.uk/geophotos/02/75/39/2753940_250848c3_120x120.jpg
2753944,"Coventry: St Philip's Church, Potter's Green",Nigel Cox,2011-12-31,52.438561,-1.449642,1.28,http://s0.geograph.org.uk/geophotos/02/75/39/2753944_3ca42dc6_120x120.jpg
2753952,M6 Motorway near Sowe Common,Nigel Cox,2011-12-31,52.444325,-1.451924,0.92,http://s0.geograph.org.uk/geophotos/02/75/39/2753952_67648133_120x120.jpg
2753966,Oxford Canal at Sowe Common,Nigel Cox,2011-12-31,52.444771,-1.451183,3.98,http://s2.geograph.org.uk/geophotos/02/75/39/2753966_51a8b38b_120x120.jpg
2754199,Coventry Sports Centre,Susan Vickery,2012-01-06,52.409046,-1.504549,1.43,http://s3.geograph.org.uk/geophotos/02/75/41/2754199_0c1eb341_120x120.jpg
2754207,The Elastic Inn,Susan Vickery,2012-01-06,52.410389,-1.503211,1.75,http://s3.geograph.org.uk/geophotos/02/75/42/2754207_0b7978dd_120x120.jpg
2754215,"Lower Ford Street Baptist Church, Coventry",Susan Vickery,2012-01-06,52.410296,-1.502624,1.74,http://s3.geograph.org.uk/geophotos/02/75/42/2754215_de13d508_120x120.jpg
2754223,Coventry Swimming Baths,Susan Vickery,2012-01-06,52.409406,-1.504545,1.12,http://s3.geograph.org.uk/geophotos/02/75/42/2754223_bd6e31a7_120x120.jpg
2754291,Coventry: Former Wyken Mineral Branch Railway,Nigel Cox,2011-12-31,52.445358,-1.461622,3.10,http://s3.geograph.org.uk/geophotos/02/75/42/2754291_803a29f9_120x120.jpg
2754304,Coventry: Former Wyken Mineral Branch Railway,Nigel Cox,2011-12-31,52.444639,-1.461631,3.32,http://s0.geograph.org.uk/geophotos/02/75/43/2754304_8ea3f328_120x120.jpg
2755222,Hawkesbury: The Greyhound,Nigel Cox,2011-12-31,52.457349,-1.469128,2.67,http://s2.geograph.org.uk/geophotos/02/75/52/2755222_8f78b83d_120x120.jpg
2755292,Coventry Canal: M6 Motorway bridge,Nigel Cox,2011-12-31,52.456588,-1.479881,2.27,http://s0.geograph.org.uk/geophotos/02/75/52/2755292_9e5a5a33_120x120.jpg
2755916,Coventry Canal: Longford Bridge,Nigel Cox,2011-12-31,52.452388,-1.485669,2.13,http://s0.geograph.org.uk/geophotos/02/75/59/2755916_d0e000c6_120x120.jpg
2755948,"Coventry: The Church of St Thomas the Apostle, Longford",Nigel Cox,2011-12-31,52.450678,-1.485395,2.33,http://s0.geograph.org.uk/geophotos/02/75/59/2755948_cb9d43a8_120x120.jpg
2756223,"Coventry: Salem Baptist Church, Longford",Nigel Cox,2011-12-31,52.450599,-1.48775,2.51,http://s3.geograph.org.uk/geophotos/02/75/62/2756223_d85da73b_120x120.jpg
2756830,"Left to grow, Allesley Park",E Gammie,2012-01-09,52.419794,-1.562804,3.45,http://s2.geograph.org.uk/geophotos/02/75/68/2756830_95bfc3f5_120x120.jpg
2756834,"Pond, Allesley Park",E Gammie,2012-01-09,52.419881,-1.562068,4.03,http://s2.geograph.org.uk/geophotos/02/75/68/2756834_4ee97a8b_120x120.jpg
2756851,Hedge and Allesley Hall,E Gammie,2012-01-09,52.419248,-1.560898,2.92,http://s3.geograph.org.uk/geophotos/02/75/68/2756851_37e8181b_120x120.jpg
2756860,"Old steps, Allesley Hall",E Gammie,2012-01-09,52.419338,-1.561044,3.38,http://s0.geograph.org.uk/geophotos/02/75/68/2756860_385f7fda_120x120.jpg
2758581,"'Southam' in scrap yard, 1976",Robin Webster,1976-06-01,52.419816,-1.500164,1.64,http://s1.geograph.org.uk/geophotos/02/75/85/2758581_d38e2d21_120x120.jpg
2760805,Hearsall Common and Coniston Road,E Gammie,2012-01-12,52.402704,-1.536809,2.67,http://s1.geograph.org.uk/geophotos/02/76/08/2760805_ee82f0b6_120x120.jpg
2760817,Broomfield Road,E Gammie,2012-01-12,52.403226,-1.532394,1.49,http://s1.geograph.org.uk/geophotos/02/76/08/2760817_ab0d687b_120x120.jpg
2760822,Centaur Road,E Gammie,2012-01-12,52.404215,-1.532384,1.26,http://s2.geograph.org.uk/geophotos/02/76/08/2760822_702b20c4_120x120.jpg
2760849,"Last legs, Hearsall Common",E Gammie,2012-01-12,52.405888,-1.546625,4.26,http://s1.geograph.org.uk/geophotos/02/76/08/2760849_063a00aa_120x120.jpg
2760837,Kingsland Avenue,E Gammie,2012-01-12,52.405582,-1.537073,1.08,http://s1.geograph.org.uk/geophotos/02/76/08/2760837_591be098_120x120.jpg
2765070,"Tree stump, Allesley Park",E Gammie,2012-01-15,52.421063,-1.565585,4.78,http://s2.geograph.org.uk/geophotos/02/76/50/2765070_aa57dce4_120x120.jpg
1138764,"Coventry Theatre demolition, front",E Gammie,2002-05-05,52.410593,-1.508942,1.71,http://s0.geograph.org.uk/geophotos/01/13/87/1138764_a6f1acd9_120x120.jpg
744505,"Ex-school, Prior Deram Walk",E Gammie,2008-03-30,52.39505,-1.557023,3.17,http://s1.geograph.org.uk/photos/74/45/744505_f51b6654_120x120.jpg
2110337,Moat House cottages,E Gammie,2010-10-13,52.392126,-1.554187,3.05,http://s1.geograph.org.uk/geophotos/02/11/03/2110337_bb8f02c6_120x120.jpg
2111087,Moat House cottages,E Gammie,1978-12-26,52.392126,-1.554187,3.34,http://s3.geograph.org.uk/geophotos/02/11/10/2111087_47dcf67a_120x120.jpg
2774813,"Cook Street, junction with Silver Street",E Gammie,2012-01-22,52.411496,-1.509961,0.98,http://s1.geograph.org.uk/geophotos/02/77/48/2774813_e917e37b_120x120.jpg
2776245,"The old tech, Butts",E Gammie,2012-01-23,52.405708,-1.523548,1.09,http://s1.geograph.org.uk/geophotos/02/77/62/2776245_9b9cb464_120x120.jpg
2776255,"Old tech, new hotel",E Gammie,2012-01-23,52.405708,-1.523548,1.86,http://s3.geograph.org.uk/geophotos/02/77/62/2776255_9da3a392_120x120.jpg
2776275,Sunny side of the old tech,E Gammie,2012-01-23,52.405442,-1.524433,1.41,http://s3.geograph.org.uk/geophotos/02/77/62/2776275_ac39c4de_120x120.jpg
2776291,The Albany,E Gammie,2012-01-23,52.403562,-1.526511,1.71,http://s3.geograph.org.uk/geophotos/02/77/62/2776291_b9b2bac9_120x120.jpg
2776294,Broomfield Road,E Gammie,2012-01-23,52.403562,-1.526511,1.76,http://s2.geograph.org.uk/geophotos/02/77/62/2776294_477f051c_120x120.jpg
2776304,Top of Broomfield Road,E Gammie,2012-01-23,52.403142,-1.534012,2.09,http://s0.geograph.org.uk/geophotos/02/77/63/2776304_004bd09b_120x120.jpg
2776320,Weather front over west Coventry,E Gammie,2012-01-23,52.402988,-1.540628,4.15,http://s0.geograph.org.uk/geophotos/02/77/63/2776320_61b03c22_120x120.jpg
2776316,The Old Clarence,E Gammie,2012-01-23,52.402783,-1.534163,2.16,http://s0.geograph.org.uk/geophotos/02/77/63/2776316_d2b00800_120x120.jpg
2780487,Hearsall Common and Earlsdon Avenue North,E Gammie,2012-01-23,52.404045,-1.535032,3.48,http://s3.geograph.org.uk/geophotos/02/78/04/2780487_611851ff_120x120.jpg
2784406,"Townfields, Allesley",E Gammie,2012-01-30,52.430229,-1.564466,3.82,http://s2.geograph.org.uk/geophotos/02/78/44/2784406_0c25d2ac_120x120.jpg
2784430,Stubble field near Allesley,E Gammie,2012-01-30,52.429096,-1.574478,3.73,http://s2.geograph.org.uk/geophotos/02/78/44/2784430_a14fb086_120x120.jpg
2784455,Stubble field and hotel,E Gammie,2012-01-30,52.428375,-1.573896,3.72,http://s3.geograph.org.uk/geophotos/02/78/44/2784455_bc3716f5_120x120.jpg
2785075,Fields by Washbrook Lane,E Gammie,2012-01-30,52.43277,-1.571059,4.06,http://s3.geograph.org.uk/geophotos/02/78/50/2785075_2a47446c_120x120.jpg
2785092,Towards Browns Lane,E Gammie,2012-01-30,52.429804,-1.571235,3.97,http://s0.geograph.org.uk/geophotos/02/78/50/2785092_47ba9440_120x120.jpg
2785107,Pangfield Park,E Gammie,2012-01-30,52.416711,-1.555777,1.42,http://s3.geograph.org.uk/geophotos/02/78/51/2785107_47fd72cd_120x120.jpg
2785113,Victoria Court,E Gammie,2012-01-30,52.416341,-1.55284,1.23,http://s1.geograph.org.uk/geophotos/02/78/51/2785113_c6598b2c_120x120.jpg
2785127,Allesley Hall Drive,E Gammie,2012-01-30,52.418614,-1.559875,3.70,http://s3.geograph.org.uk/geophotos/02/78/51/2785127_599de369_120x120.jpg
2785140,Houses on Allesley Hall Drive,E Gammie,2012-01-30,52.417432,-1.556211,3.18,http://s0.geograph.org.uk/geophotos/02/78/51/2785140_9bb2f69a_120x120.jpg
2785159,Footpath near Windmill Hill,E Gammie,2012-01-30,52.428644,-1.5736,3.67,http://s3.geograph.org.uk/geophotos/02/78/51/2785159_fc90fb8e_120x120.jpg
2785193,The Lodge,E Gammie,2012-01-30,52.423016,-1.558949,2.71,http://s1.geograph.org.uk/geophotos/02/78/51/2785193_b06517b8_120x120.jpg
2785038,Stubble field near Allesley,E Gammie,2007-02-11,52.43188,-1.573421,3.83,http://s2.geograph.org.uk/geophotos/02/78/50/2785038_4a3d3c77_120x120.jpg
2785050,Farmland near Allesley,E Gammie,2012-01-30,52.43134,-1.573279,4.51,http://s2.geograph.org.uk/geophotos/02/78/50/2785050_15c17d29_120x120.jpg
2785131,Allesley Park,E Gammie,2012-01-30,52.418504,-1.554435,3.87,http://s3.geograph.org.uk/geophotos/02/78/51/2785131_f052f767_120x120.jpg
2785164,Farmland near Allesley,E Gammie,2012-01-30,52.42972,-1.572854,4.42,http://s0.geograph.org.uk/geophotos/02/78/51/2785164_beaa1832_120x120.jpg
2785177,Allesley Village Hall,E Gammie,2012-01-30,52.423571,-1.563061,2.40,http://s1.geograph.org.uk/geophotos/02/78/51/2785177_057ef628_120x120.jpg
2785185,Allesley Village,E Gammie,2012-01-30,52.423017,-1.559243,2.65,http://s1.geograph.org.uk/geophotos/02/78/51/2785185_d2bc534e_120x120.jpg
2785543,Evidence of railing removal,E Gammie,2012-01-30,52.422476,-1.55866,2.28,http://s3.geograph.org.uk/geophotos/02/78/55/2785543_accfea63_120x120.jpg
2785548,Path across the park,E Gammie,2012-01-30,52.419962,-1.559567,3.80,http://s0.geograph.org.uk/geophotos/02/78/55/2785548_6a8de36e_120x120.jpg
467569,The brookstray,E Gammie,2007-06-15,52.41196,-1.5595,4.39,http://s1.geograph.org.uk/photos/46/75/467569_33e82131_120x120.jpg
2788332,The former Malt Shovel,E Gammie,2010-12-19,52.408328,-1.526901,1.92,http://s0.geograph.org.uk/geophotos/02/78/83/2788332_e015107d_120x120.jpg
2788629,"The brookstray, early summer",E Gammie,2011-06-07,52.41196,-1.5595,4.01,http://s1.geograph.org.uk/geophotos/02/78/86/2788629_0d98ea42_120x120.jpg
372856,Bridge No. 1 Coventry Canal,E Gammie,2007-03-21,52.414017,-1.510815,2.45,http://s0.geograph.org.uk/photos/37/28/372856_07d3c087_120x120.jpg
2791519,"Wilfred Spencer centre, Whitaker Road",E Gammie,2012-02-05,52.413026,-1.555961,1.95,http://s3.geograph.org.uk/geophotos/02/79/15/2791519_4fa3b62c_120x120.jpg
2791515,Winsford Avenue,E Gammie,2012-02-05,52.413296,-1.555958,1.32,http://s3.geograph.org.uk/geophotos/02/79/15/2791515_2b5a9878_120x120.jpg
2791528,"Shops, Winsford Avenue",E Gammie,2012-02-05,52.413293,-1.555223,1.30,http://s0.geograph.org.uk/geophotos/02/79/15/2791528_a5e5d810_120x120.jpg
2791541,"Shops, Whitaker Road",E Gammie,2012-02-05,52.413025,-1.555667,1.98,http://s1.geograph.org.uk/geophotos/02/79/15/2791541_d01351bc_120x120.jpg
2791554,Grey day at the brookstray,E Gammie,2012-02-05,52.411959,-1.559059,4.90,http://s2.geograph.org.uk/geophotos/02/79/15/2791554_9cf4e6ec_120x120.jpg
2793596,Melbourne Road,E Gammie,2012-01-23,52.403752,-1.529155,1.93,http://s0.geograph.org.uk/geophotos/02/79/35/2793596_46132fa9_120x120.jpg
2796005,Hearsall Common,E Gammie,2012-02-08,52.403691,-1.536505,2.98,http://s1.geograph.org.uk/geophotos/02/79/60/2796005_2c53bb98_120x120.jpg
2796018,Hearsall Common,E Gammie,2012-02-08,52.402971,-1.536219,2.85,http://s2.geograph.org.uk/geophotos/02/79/60/2796018_92870b80_120x120.jpg
2797476,"The New Spires, Grayswood Avenue",E Gammie,2012-02-09,52.412906,-1.548023,2.21,http://s0.geograph.org.uk/geophotos/02/79/74/2797476_ea9da910_120x120.jpg
2797487,Allesley Old Road,E Gammie,2012-02-09,52.419852,-1.554128,1.82,http://s3.geograph.org.uk/geophotos/02/79/74/2797487_0da7c3d9_120x120.jpg
2797494,"Central reservation, Allesley Old Road",E Gammie,2012-02-09,52.418048,-1.552676,1.70,http://s2.geograph.org.uk/geophotos/02/79/74/2797494_dc570255_120x120.jpg
2799917,"Frozen pond, Allesley Park",E Gammie,2012-02-11,52.419881,-1.561921,4.65,http://s1.geograph.org.uk/geophotos/02/79/99/2799917_d040cef5_120x120.jpg
2799929,"Curving Oak, Allesley Park",E Gammie,2012-02-11,52.420152,-1.562359,3.77,http://s1.geograph.org.uk/geophotos/02/79/99/2799929_8272ef3a_120x120.jpg
2799947,Allesley Park,E Gammie,2012-02-11,52.419362,-1.567513,3.97,http://s3.geograph.org.uk/geophotos/02/79/99/2799947_4498742f_120x120.jpg
1074693,Allesley Park in the snow,E Gammie,1990-12-09,52.421524,-1.568669,4.05,http://s1.geograph.org.uk/geophotos/01/07/46/1074693_dae159dc_120x120.jpg
2803297,Houses on Wildcroft Rd,Nigel Mykura,2012-02-11,52.40763,-1.555574,1.85,http://s1.geograph.org.uk/geophotos/02/80/32/2803297_304ea281_120x120.jpg
2805604,The IKEA Store Croft Road Coventry,John Evans,2012-02-15,52.406579,-1.516777,0.90,http://s0.geograph.org.uk/geophotos/02/80/56/2805604_e0aa5d0d_120x120.jpg
2805948,Coventry City Centre,John Evans,2012-02-15,52.406938,-1.516626,0.95,http://s0.geograph.org.uk/geophotos/02/80/59/2805948_a0b983a2_120x120.jpg
2809686,"The Charter House, Public House",Anthony Vosper,2012-02-16,52.401716,-1.493166,1.69,http://s2.geograph.org.uk/geophotos/02/80/96/2809686_e00b12bd_120x120.jpg
2809698,"Former railway bridge, Terry Road",Anthony Vosper,2012-02-16,52.400265,-1.490243,1.44,http://s2.geograph.org.uk/geophotos/02/80/96/2809698_dfb91cde_120x120.jpg
2809713,Terry Road,Anthony Vosper,2012-02-16,52.40081,-1.491707,1.51,http://s1.geograph.org.uk/geophotos/02/80/97/2809713_ecc25b6d_120x120.jpg
2809743,"The Happy Superstore, Terry Road",Anthony Vosper,2012-02-16,52.4009,-1.491559,1.27,http://s3.geograph.org.uk/geophotos/02/80/97/2809743_f0634e5e_120x120.jpg
2810882,"Binley Travelodge,Brandon road",Anthony Vosper,2012-02-17,52.401687,-1.44672,1.09,http://s2.geograph.org.uk/geophotos/02/81/08/2810882_c88e0c01_120x120.jpg
2810898,Saint Bartholomew's Church,Anthony Vosper,2012-02-17,52.403037,-1.446997,2.41,http://s2.geograph.org.uk/geophotos/02/81/08/2810898_001ad73f_120x120.jpg
2810926,Across the park,Anthony Vosper,2012-02-17,52.416971,-1.530044,1.76,http://s2.geograph.org.uk/geophotos/02/81/09/2810926_b7368627_120x120.jpg
2810932,The Charter House bridge,Anthony Vosper,2012-02-16,52.401009,-1.496114,3.64,http://s0.geograph.org.uk/geophotos/02/81/09/2810932_49a568f6_120x120.jpg
2811551,Shops on the Brandon Road,Anthony Vosper,2012-02-17,52.402044,-1.445981,1.04,http://s3.geograph.org.uk/geophotos/02/81/15/2811551_65795e5e_120x120.jpg
2811569,Welland Road junction with Terry Road,Anthony Vosper,2012-02-16,52.402256,-1.493454,1.82,http://s1.geograph.org.uk/geophotos/02/81/15/2811569_7979d956_120x120.jpg
2812391,"Marriott Road,Coundon",Anthony Vosper,2012-02-17,52.415804,-1.53035,1.55,http://s3.geograph.org.uk/geophotos/02/81/23/2812391_6de694b3_120x120.jpg
2812405,Looking across the park,Anthony Vosper,2012-02-17,52.417239,-1.529453,3.53,http://s1.geograph.org.uk/geophotos/02/81/24/2812405_58e7c246_120x120.jpg
2812456,Corner shop R.I.P,Anthony Vosper,2012-02-16,52.402886,-1.493594,1.77,http://s0.geograph.org.uk/geophotos/02/81/24/2812456_af882eba_120x120.jpg
2812414,"Moseley Avenue, Coundon",Anthony Vosper,2012-02-17,52.414905,-1.53036,1.63,http://s2.geograph.org.uk/geophotos/02/81/24/2812414_529943a0_120x120.jpg
2812435,The Craven Arms,Anthony Vosper,2012-02-17,52.402583,-1.445974,1.43,http://s3.geograph.org.uk/geophotos/02/81/24/2812435_fec8b8bc_120x120.jpg
2814761,The Bluecoat School,Anthony Vosper,2012-02-16,52.399734,-1.49216,1.08,http://s1.geograph.org.uk/geophotos/02/81/47/2814761_9ba35071_120x120.jpg
2815805,"Former Corner Shop, Charterhouse Road",Anthony Vosper,2012-02-16,52.404244,-1.495636,1.54,http://s1.geograph.org.uk/geophotos/02/81/58/2815805_4854ca83_120x120.jpg
2815811,"Former Corner Shop, Charterhouse Road",Anthony Vosper,2012-02-16,52.404242,-1.495342,1.55,http://s3.geograph.org.uk/geophotos/02/81/58/2815811_096ed29b_120x120.jpg
2815892,"Former shop, Humber Avenue",Anthony Vosper,2012-02-16,52.40272,-1.496829,1.54,http://s0.geograph.org.uk/geophotos/02/81/58/2815892_0ce1f5ce_120x120.jpg
2815911,"Boarded up premises,Terry Road",Anthony Vosper,2012-02-16,52.402617,-1.493597,2.61,http://s3.geograph.org.uk/geophotos/02/81/59/2815911_8e93ea7d_120x120.jpg
2815941,Saint Anne and All Saints Church,Anthony Vosper,2012-02-16,52.402813,-1.497563,1.73,http://s1.geograph.org.uk/geophotos/02/81/59/2815941_343991ce_120x120.jpg
2816048,Coventry-Whitley Village,Ian Rob,2012-02-22,52.39417,-1.494575,2.03,http://s0.geograph.org.uk/geophotos/02/81/60/2816048_557c7a1d_120x120.jpg
2816073,Coventry-Whitley Village,Ian Rob,2012-02-22,52.393358,-1.49385,1.49,http://s1.geograph.org.uk/geophotos/02/81/60/2816073_86bc967a_120x120.jpg
2816076,Coventry-London Road,Ian Rob,2012-02-22,52.394441,-1.494866,1.51,http://s0.geograph.org.uk/geophotos/02/81/60/2816076_8551bb83_120x120.jpg
2817654,"Scholars,Nightclub, Vecqueray Street",Anthony Vosper,2012-02-16,52.407308,-1.497365,2.06,http://s2.geograph.org.uk/geophotos/02/81/76/2817654_3d38aa8b_120x120.jpg
2822952,A gap in the retail park,E Gammie,2012-02-27,52.380725,-1.462849,1.18,http://s0.geograph.org.uk/geophotos/02/82/29/2822952_ae48ea70_120x120.jpg
2823157,"Rileys Snooker Club,Gosford Street",Anthony Vosper,2012-02-16,52.407219,-1.497807,0.77,http://s1.geograph.org.uk/geophotos/02/82/31/2823157_8c76fdd5_120x120.jpg
2823947,Oaks near Nod Rise,E Gammie,2011-06-07,52.410632,-1.564953,3.73,http://s3.geograph.org.uk/geophotos/02/82/39/2823947_ffac7b41_120x120.jpg
2823514,Wildcroft Rd Whoberley,Nigel Mykura,2012-02-11,52.410326,-1.555253,1.58,http://s2.geograph.org.uk/geophotos/02/82/35/2823514_64e07685_120x120.jpg
2823518,Allesley Old Road,Nigel Mykura,2012-02-11,52.410008,-1.542613,2.82,http://s2.geograph.org.uk/geophotos/02/82/35/2823518_6db4b671_120x120.jpg
2823546,The Black Horse,Nigel Mykura,2012-02-11,52.408607,-1.529103,1.55,http://s2.geograph.org.uk/geophotos/02/82/35/2823546_a7ddaa20_120x120.jpg
2823550,Spon End,Nigel Mykura,2012-02-11,52.408424,-1.528223,0.90,http://s2.geograph.org.uk/geophotos/02/82/35/2823550_27fd88ab_120x120.jpg
2824429,"New Abbeyfield development, Brandon Road",Anthony Vosper,2012-02-17,52.40069,-1.444969,1.24,http://s1.geograph.org.uk/geophotos/02/82/44/2824429_e614ebe6_120x120.jpg
